cat_id,name,breed,age_years,weight_kg,color,gender,vaccinated,neutered,microchipped,owner_city,diet_type,health_status,last_vet_visit,metric_15,category_16,value_17,metric_18,category_19,value_20,metric_21,category_22,value_23,metric_24,category_25,value_26,metric_27,category_28,value_29,metric_30,category_31,value_32,metric_33,category_34,value_35,metric_36,category_37,value_38,metric_39,category_40,value_41,metric_42,category_43,value_44,metric_45,category_46,value_47,metric_48,category_49
82,Leo,Siamese,19,3.25,,Male,,Yes,Unknown,New York,wet,healthy,,60.41, ,77.0,62.02,Unknown,72.0,N/A,B,67.0,22.12,C,45.0,82.25,C,34.0,15.1,Unknown,28.0,,b,,77.98,D,2.0,23.85,D,72.0,43.13,a,61.0,8.95,D,0.0,43.19,D
83,Kitty,persian,22,5.5,Gray,Female,Yes,NO,Yes,TOKYO,Dry,SICK,,57.79,b,,67.95,Unknown,67.0,60.34,B,96.0,56.11,a,15.0,54.34,a,76.0,33.38,b,59.0,62.97,b,84.0,46.27,b,3.0,83.84,C,88.0,12.9, ,77.0,80.74, ,95.0,28.28,a
84,Simba,Unknown,5,4.22, WHITE,Unknown,N,Yes,Yes,,Dry,,Jan 5 2024,76.55,D,28.0,32.57,D,72.0,45.47,C,70.0,70.31,B,,,B,41.0,37.58,b,46.0,36.59,D,69.0,10.68,a,73.0,32.67,A,97.0,55.59,D,71.0,37.22,D,3.0,61.38,b
85,Lucy, Siamese,1,0.68,Orange,Female,No,YES,Unknown, london,Dry,Sick,05/01/2024,43.55,C,17.0,50.86,Unknown,25.0,24.43,D,31.0,67.09,B,65.0,60.71,a,77.0,39.72,b,30.0,54.74,B,51.0,37.06,D,,29.32,A,32.0,15.03,B,20.0,8.67,A,68.0,43.0,B
86,Oreo,Unknown,13,3.68,,Unknown,,,Yes,Sydney,Dry,Checkup Needed,05/01/2024,1.81,B,,19.74,D,37.0,39.78,D,64.0,,a,90.0,30.74,C,13.0,36.54,A,89.0,37.97, ,,48.42,A,70.0,42.61,A,12.0,58.89,B,,41.15,Unknown,11.0,57.4,D
87,Oliver,Unknown,3,5.92, WHITE,F,Y,YES,No,London,wet,,Jan 5 2024,70.13,b,17.0,73.79,b,45.0,55.82,Unknown,92.0,69.48,a,36.0,68.87,A,17.0,19.36,A,20.0,53.23,b,4.0,7.0, ,43.0,60.48,b,45.0,76.25,b,99.0,37.93,B,5.0,42.96,B
88,Lucy,Persian ,7,3.79,black ,female,Yes,YES,Yes,TOKYO,dry,Sick,Jan 5 2024,42.31, ,,63.84,B,69.0,37.56,D,30.0,34.95,A,10.0,81.81,b,,40.84,A,18.0,64.49, ,70.0,41.67, ,25.0,41.18,a,69.0,37.59,C,,76.46,A,24.0,77.68,A
89,Luna,British Shorthair ,20,1.44,Orange,F,No,NO,Unknown,New York,,Sick,2024-01-05,29.12,D,89.0,59.46,a,75.0,91.2, ,53.0,50.0,A,70.0,55.46, ,43.0,57.75, ,40.0,28.36,b,58.0,45.09, ,55.0,93.61,b,,48.93,C,72.0,57.42,B,93.0,86.69,A
90,Oreo,,24,3.52,Mixed,F,Y,YES,,Sydney,Wet,healthy,2024-01-05,79.05,D,78.0,41.61,A,70.0,114.84,C,83.0,13.31, ,14.0,69.03,a,89.0,92.06, ,73.0,27.22,B,,55.66,B,20.0,61.95,D,30.0,69.03,B,44.0,62.77,Unknown,14.0,8.31,B
91,Leo,Sphynx,19,1.94,White,F,yes,Yes,Yes,Toronto,Wet,healthy,,73.85,B,71.0,50.18,b,49.0,,D,66.0,41.4,D,93.0,44.42,C,63.0,60.1,A,47.0,71.74,D,69.0,34.26,Unknown,86.0,37.27,b,,11.42,C,,31.26,a,49.0,25.46,B
92,Bella,Bengal,9,6.86,,F,N,YES,Yes,London,,SICK,,25.17,B,15.0,53.22,D,,25.53, ,59.0,35.11,Unknown,53.0,72.59,B,16.0,50.15,C,99.0,65.88,D,57.0,29.73, ,49.0,20.38, ,92.0,83.96,Unknown,21.0,59.35,b,18.0,63.88,Unknown
93,Smokey,SPHYNX,1,2.71,Orange,male,Yes,No,,,,healthy,2024/01/05,30.55,b,0.0,49.56,D,51.0,37.05,A,62.0,71.62,B,15.0,65.64,a,23.0,39.87,Unknown,5.0,49.24,C,91.0,30.29,B,20.0,42.11,D,23.0,51.44,Unknown,30.0,unknown,Unknown,20.0,53.8,D
94,Shadow,british shorthair,16,3.19,,F,no,No,Unknown,Paris,Mixed,healthy,,48.52, ,75.0,41.05,D,68.0,108.65, ,85.0,46.42,b,39.0,53.37,A,48.0,64.12,a,68.0,35.21, ,,61.53,A,11.0,52.17,Unknown,16.0,29.63,b,56.0,58.89,b,43.0,49.8,A
95,Chloe,Persian ,1,5.26,,F,Y,,Yes,London,wet,SICK,,50.06,a,,64.2,D,83.0,58.32,Unknown,38.0,35.21,b,3.0,11.16,b,30.0,20.15,C,90.0,34.27,a,61.0,87.24,A,8.0,52.07,A,43.0,82.05, ,62.0,37.13,D,71.0,32.71,B
96,Loki,Scottish Fold,12,4.17,,Female,Yes,YES,Unknown,Berlin,,Sick,2024-01-05,32.47,a,,62.96, ,46.0,29.61, ,8.0,64.47, ,8.0,30.54,C,42.0,51.13, ,90.0,57.08,C,,48.92,D,21.0,38.58,Unknown,90.0,53.25,C,92.0,58.12,B,88.0,70.7,C
97,Lucy,Unknown,7,5.76, WHITE,M,,YES,Yes,TOKYO,,Checkup Needed,2024-01-05,58.51,B,10.0,26.82,b,60.0,74.31,b,46.0,33.39,a,57.0,73.31,a,15.0,79.59,b,75.0,41.38,A,,54.67,B,49.0,74.93,Unknown,44.0,34.82,D,64.0,86.58, ,68.0,51.3,a
98,Loki,british shorthair,15,6.38,Gray,F,yes,YES,,Sydney,wet,Healthy,2024-01-05,77.96,Unknown,44.0,42.37, ,54.0,14.98,C,38.0,37.35,Unknown,32.0,21.37, ,61.0,69.89,C,45.0,59.23,Unknown,39.0,104.37,C,72.0,74.14,B,9.0,34.46,a,24.0,55.76,C,89.0,66.4,a
99,Kitty,SPHYNX,13,4.0,,M,Y,YES,Unknown,,Wet,Checkup Needed,,26.82,A,52.0,28.02,b,67.0,unknown,B,75.0,87.62,C,63.0,23.37,A,35.0,63.79,C,88.0,75.48,b,88.0,65.85,D,94.0,36.91, ,15.0,108.08,b,10.0,16.52,b,,25.64,A
100,Loki,,20,4.64,black ,M,Yes,NO,Yes,Toronto,dry,Sick,2024-01-05,39.68,B,22.0,50.7,B,45.0,17.85,B,96.0,23.62,B,35.0,49.77,A,23.0,59.96, ,50.0,41.22, ,4.0,49.68,D,,57.56, ,72.0,74.66,D,78.0,43.86,C,2.0,11.43,Unknown
101,Loki,Unknown,13,5.9,black ,male,yes,NO,Unknown,Toronto,Dry,SICK,05/01/2024,72.13,a,0.0,27.69,b,75.0,62.42,Unknown,,31.06,a,3.0,47.79,a,66.0,20.03,b,46.0,30.44,Unknown,37.0,48.07, ,5.0,78.74,B,34.0,86.79,D,63.0,42.64,A,53.0,44.74,B
102,Leo,,7,3.21, WHITE,Unknown,,No,Unknown,Berlin,Mixed,Healthy,05/01/2024,29.19,B,52.0,19.51,C,84.0,49.34,A,44.0,94.63,D,92.0,43.35,a,94.0,71.9,Unknown,93.0,6.02,A,62.0,29.91,b,79.0,67.37,b,29.0,75.9,a,44.0,35.29, ,5.0,36.67,D
103,Smokey,,17,3.84,black ,Unknown,N,,No,TOKYO,Mixed,Healthy,,,B,74.0,42.61,b,89.0,46.86,Unknown,,58.36, ,31.0,47.43,Unknown,42.0,88.34,D,47.0,9.93, ,3.0,82.03, ,12.0,68.46,D,81.0,75.98,D,,54.26,a,46.0,64.57,b
104,Loki,,5,4.49,black ,female,Y,YES,Yes,London,dry,SICK,2024-01-05,54.02,a,35.0,47.55,a,74.0,35.28,D,76.0,89.72, ,,40.07, ,20.0,44.35, ,17.0,38.88,b,29.0,99.46,A,2.0,88.5,Unknown,70.0,28.12,a,5.0,63.6,b,44.0,34.7,B
105,Loki,MAINE COON,5,6.29,Gray,Female,Y,No,Unknown,,wet,Healthy,Jan 5 2024,68.08, ,37.0,99.71,A,1.0,61.19,D,85.0,58.45, ,83.0,42.48,Unknown,81.0,N/A,A,53.0,error,C,99.0,45.03,b,64.0,28.8,b,,71.6,Unknown,61.0,94.51,B,57.0,28.5,a
106,Nala,ABYSSINIAN,3,4.64, WHITE,female,Y,YES,No,TOKYO,Dry,SICK,,48.64,a,16.0,22.92,D,2.0,41.3,D,75.0,68.68,D,10.0,59.69,C,99.0,4.13,b,27.0,86.94,b,35.0,75.66,B,73.0,60.49, ,,78.14, ,,36.75,b,71.0,66.57,Unknown
107,Oreo,Siamese ,9,0.88,black ,M,Y,Yes,Yes,,Dry,Checkup Needed,05/01/2024,49.4,A,48.0,N/A,a,23.0,38.19,D,45.0,53.48,A,4.0,80.41, ,39.0,67.85,Unknown,78.0,50.77,b,55.0,22.15,B,56.0,99.88,Unknown,39.0,63.45,A,68.0,52.65,D,55.0,78.54,D
108,Loki,Unknown,10,7.5,White,,No,No,Yes,Berlin,Dry,SICK,2024-01-05,63.24,Unknown,41.0,45.05,B,,77.01, ,,21.48,Unknown,62.0,72.28,B,82.0,37.8,b,55.0,78.58,a,69.0,64.1, ,18.0,21.34,D,,41.84,b,63.0,64.92,D,57.0,29.13,A
109,Leo,Maine Coon,12,5.33,black ,male,No,,Yes,Sydney,Dry,Sick,2024-01-05,58.28,C,17.0,39.51,Unknown,47.0,70.37,A,77.0,52.57,C,57.0,42.84,C,28.0,57.7,b,55.0,73.36,a,,51.36,a,66.0,61.86,B,92.0,108.18,D,80.0,72.78,Unknown,4.0,74.31,A
110,Chloe,Unknown,12,3.92,Black,M,No,No,Unknown,Paris,wet,SICK,,57.29,D,,28.15, ,17.0,66.62,b,82.0,65.43,B,50.0,87.22, ,64.0,N/A,b,71.0,51.98,A,13.0,83.8,A,37.0,49.89,Unknown,96.0,84.5,Unknown,70.0,53.58,B,37.0,81.85,C
111,Simba,British Shorthair ,0,5.06,black ,male,no,Yes,Yes,Berlin,wet,healthy,Jan 5 2024,56.52,a,72.0,69.55,A,50.0,61.18,a,94.0,32.8, ,33.0,69.9,D,49.0,70.34, ,81.0,44.57,A,24.0,52.88,a,38.0,78.64,B,97.0,83.23,b,15.0,37.91,Unknown,4.0,60.07, 
112,Tiger,ABYSSINIAN,-1,4.96,Gray,M,N,No,, london,Dry,healthy,2024-01-05,54.74, ,94.0,18.35, ,63.0,60.36,D,30.0,22.18, ,48.0,23.04,a,78.0,36.79,D,82.0,57.59,C,19.0,38.02,D,,36.64,b,56.0,42.68,Unknown,4.0,72.16,C,2.0,61.02,C
113,Bella, Ragdoll,8,4.09,Black,Male,No,,Unknown,Berlin,Dry,Sick,,76.44,D,53.0,20.39, ,44.0,79.0,b,59.0,37.43, ,82.0,66.21,C,21.0,54.43, ,,77.41,a,49.0,72.91,A,29.0,52.31,A,74.0,49.38,b,9.0,69.65,A,11.0,58.87,B
114,Bella,sphynx,21,4.22,Gray,Male,Y,No,No,TOKYO,,Checkup Needed,05/01/2024,104.79,A,5.0,42.54,b,2.0,32.54,A,51.0,,b,2.0,29.0,C,46.0,60.73,C,11.0,25.31,a,82.0,43.83,A,61.0,74.14, ,50.0,50.08,b,81.0,54.54,Unknown,57.0,49.82,D
115,Luna,Unknown,3,5.3,White,female,Y,YES,,TOKYO,dry,Checkup Needed,,51.32,C,77.0,75.24,C,56.0,74.95,A,71.0,36.54, ,68.0,37.35,b,96.0,58.21,C,,24.44,B,47.0,error,A,20.0,52.3,Unknown,40.0,43.32,B,81.0,87.47,C,75.0,5.03,Unknown
116,Milo, Persian,12,4.88,White,F,N,NO,Yes, london,,Checkup Needed,,76.41,Unknown,39.0,61.65,A,62.0,39.38,A,96.0,30.07, ,76.0,21.0,C,46.0,35.37,A,19.0,46.12, ,,46.46,C,69.0,36.57,C,78.0,14.36,a,12.0,64.91, ,97.0,52.44,b
117,Bella,SIAMESE,-2,4.59,Gray,F,No,No,No,New York,Dry,Checkup Needed,,65.45, ,95.0,44.0,D,1.0,37.82,D,14.0,61.83,a,89.0,35.18,A,81.0,64.35,Unknown,26.0,26.58,C,16.0,68.04,C,9.0,50.67,A,44.0,36.94,D,16.0,14.38,D,36.0,28.43,A
118,Shadow,Persian ,17,5.77,White,Female,yes,No,Unknown,,wet,Checkup Needed,,46.59,b,51.0,54.58,B,91.0,68.38,a,87.0,89.14,D,45.0,26.52,a,38.0,27.49,A,14.0,48.27,Unknown,12.0,33.73,D,,83.19,C,,44.18,C,87.0,49.91,D,76.0,40.73,C
119,Leo,sphynx,5,3.27,,,Yes,Yes,Unknown,Tokyo,Dry,,Jan 5 2024,80.69,C,,27.3, ,74.0,30.42,Unknown,44.0,42.85,b,31.0,71.97,B,,38.1,Unknown,83.0,58.84,B,47.0,93.24,a,77.0,31.66,a,10.0,60.34,B,46.0,79.56,a,87.0,67.66,B
120,Luna,,13,4.95,Black,Male,yes,YES,,,Dry,Checkup Needed,,36.69,B,5.0,38.16,A,86.0,14.36,b,65.0,52.23,a,37.0,15.37,a,26.0,51.67,C,50.0,89.14,A,78.0,87.53,D,34.0,39.89,D,93.0,71.45,D,12.0,99.64,B,71.0,69.21,b
121,Bella,SCOTTISH FOLD,13,4.94,Gray,M,No,No,,Berlin,dry,healthy,05/01/2024,36.18, ,66.0,31.71,Unknown,88.0,44.2,Unknown,67.0,52.57,C,21.0,error,A,,45.16, ,8.0,49.35,b,,24.05,A,21.0,52.06,b,60.0,55.88,A,12.0,48.16, ,42.0,37.81, 
122,Oreo,Unknown,-1,1.88, WHITE,male,N,No,No,,Wet,Checkup Needed,2024-01-05,26.85,B,36.0,62.04,C,7.0,44.91,A,84.0,8.91,B,99.0,62.8,a,69.0,44.22, ,76.0,31.59, ,93.0,67.67,a,78.0,73.16, ,39.0,105.38,a,69.0,-11.82, ,74.0,38.49,Unknown
123,Luna,Ragdoll ,-2,4.43,Gray,,No,No,,,wet,SICK,,24.69,C,80.0,67.61,a,77.0,46.88,A,52.0,51.01,A,48.0,86.65,b,8.0,31.78,A,44.0,14.45,A,1.0,50.69,Unknown,17.0,39.52, ,50.0,51.96,B,,60.53,D,18.0,34.67,A
124,Milo,Unknown,6,6.06,Orange,female,Yes,NO,No,Sydney,Dry,Healthy,,41.66,B,92.0,55.23,b,47.0,46.21,A,47.0,42.23,B,70.0,54.39, ,,72.59,Unknown,2.0,26.11,C,67.0,45.14,Unknown,44.0,41.19,C,78.0,35.35,C,83.0,40.2,B,36.0,61.18,A
125,Oliver, Sphynx,15,3.59, WHITE,female,No,Yes,No, london,Mixed,Sick,2024-01-05,84.26,D,23.0,93.73,A,25.0,56.96, ,46.0,19.09,a,46.0,45.88,Unknown,41.0,49.65,C,,45.79,a,99.0,60.13,D,9.0,17.01, ,44.0,84.61,A,9.0,8.14,C,87.0,45.65, 
126,Loki,,21,4.69,Black,F,Yes,Yes,Yes,Berlin,Wet,Sick,Jan 5 2024,42.6,D,98.0,55.66,C,65.0,80.05,Unknown,3.0,61.15,D,26.0,80.53,b,26.0,41.5,D,25.0,46.12,B,,51.65,A,31.0,65.35,B,66.0,15.35,a,35.0,16.01, ,98.0,84.52,a
127,Oliver,Siamese,11,4.49,black ,Female,N,No,No,New York,,Sick,2024/01/05,46.87, ,47.0,20.11,A,39.0,55.87,B,13.0,91.58,b,49.0,67.9, ,,45.84, ,79.0,40.63,C,10.0,70.29,b,77.0,73.5,C,49.0,,b,87.0,42.83,b,,63.93,a
128,Luna,Unknown,21,5.31,White,Female,yes,Yes,No,New York,dry,Healthy,2024/01/05,92.31,A,14.0,43.38,C,53.0,79.41,B,98.0,55.92,D,15.0,83.84,D,20.0,43.67,a,43.0,11.76,C,90.0,66.17,B,6.0,20.32,Unknown,11.0,,b,,42.6,b,27.0,69.86,Unknown
129,Tiger,ragdoll,12,3.81,Mixed,M,Yes,NO,Yes,,Wet,healthy,2024-01-05,59.67,C,45.0,15.23,a,70.0,45.47,B,58.0,21.13,a,40.0,61.14,B,23.0,20.25,B,99.0,21.64, ,,70.73,Unknown,37.0,16.83,b,34.0,39.42,C,99.0,17.61,b,,21.53,a
130,Leo,bengal,20,3.05,White,,no,YES,Unknown,London,,SICK,2024-01-05,40.67,Unknown,62.0,68.4,A,50.0,35.51,D,,65.44,D,22.0,22.43,B,67.0,42.46,a,8.0,30.41,D,60.0,91.19,Unknown,,37.2,D,72.0,45.5,D,81.0,error,D,0.0,52.45,C
131,Oliver, Scottish Fold,-2,2.79,,,No,NO,Yes,Paris,,,2024/01/05,41.32,B,89.0,34.98,Unknown,28.0,39.57,b,47.0,error,B,26.0,74.84,C,33.0,5.37,b,77.0,70.39,C,43.0,67.19,a,27.0,39.1,C,79.0,3.95,B,99.0,33.42,Unknown,85.0,86.93,B
132,Chloe,British Shorthair,3,4.56, WHITE,M,no,NO,No,Tokyo,,healthy,,63.2,B,16.0,62.69,a,35.0,unknown,a,5.0,47.85,a,12.0,47.24,b,62.0,49.65,Unknown,30.0,30.52,B,48.0,36.24,C,47.0,55.78,B,13.0,47.99,C,37.0,46.19,C,8.0,80.67,D
133,Tiger,,19,5.77,Gray,Unknown,yes,YES,Unknown,,Wet,Sick,Jan 5 2024,N/A, ,78.0,35.35,C,35.0,67.97,A,85.0,33.43,a,3.0,43.93,Unknown,12.0,35.98,D,43.0,48.46, ,70.0,36.12,D,20.0,43.1,A,34.0,61.02,b,,42.23,A,93.0,63.84,B
134,Luna,,20,2.43,Mixed,F,no,YES,,Paris,wet,SICK,,29.23,Unknown,94.0,56.83,Unknown,88.0,41.86,a,11.0,34.95,b,3.0,41.06,Unknown,40.0,49.58,Unknown,9.0,-10.49, ,93.0,17.48,D,77.0,61.32,b,17.0,49.48,b,95.0,50.68,D,37.0,48.86,D
135,Simba,persian,3,3.1,black ,male,no,Yes,Unknown,Toronto,,,2024/01/05,, ,43.0,21.15,b,43.0,47.18,B,37.0,34.93,C,15.0,77.19,D,59.0,72.91,a,,79.51,D,29.0,58.36,C,18.0,45.51,D,46.0,87.43,C,9.0,unknown,B,79.0,64.86,Unknown
136,Bella,Scottish Fold,11,5.41,Gray,Female,N,No,Yes,Sydney,,,,39.56,b,71.0,55.87,b,84.0,29.59,B,68.0,51.81,a,6.0,60.39,a,44.0,64.85,A,36.0,39.07,D,76.0,51.89, ,34.0,42.59,b,86.0,50.34,A,18.0,55.02,A,62.0,70.75,D
137,Shadow,Unknown,1,2.71,Mixed,Female,Y,YES,,Toronto,Wet,SICK,05/01/2024,63.38,D,77.0,50.55, ,17.0,106.24,A,30.0,24.44,A,19.0,70.15,B,30.0,27.45,C,35.0,24.2,b,10.0,65.35,B,48.0,59.52,B,11.0,41.11,B,26.0,64.17,A,,39.19,D
138,Luna, Maine Coon,11,3.05,Orange,male,N,Yes,Yes,London,Wet,,2024-01-05,43.52,A,34.0,15.99,C,,35.38,a,22.0,35.77,B,,29.7,A,64.0,56.14,Unknown,26.0,70.33, ,50.0,64.77,C,13.0,38.99, ,20.0,32.37,C,36.0,57.73,Unknown,,41.84,b
139,Chloe, Abyssinian,1,4.76,Brown,Unknown,no,No,Yes, london,Mixed,Sick,05/01/2024,34.0,A,79.0,43.86,A,97.0,55.83,A,97.0,22.95,A,73.0,58.75,b,36.0,23.46,b,89.0,60.44,A,33.0,34.09,C,96.0,42.76,A,84.0,46.64,a,6.0,67.49,b,32.0,29.02,A
140,Oliver,Abyssinian ,6,4.64,Mixed,M,No,No,No,Berlin,Wet,Checkup Needed,,52.31,C,80.0,15.28,b,52.0,77.32,D,91.0,10.49, ,71.0,5.53,A,89.0,36.41,b,43.0,35.97,a,24.0,-1.81,B,51.0,66.59,b,72.0,69.52,B,16.0,41.6,D,9.0,54.49,D
141,Lucy,Persian,1,1.73,Brown,Female,,,Unknown,,,SICK,05/01/2024,76.26,a,59.0,84.37,C,73.0,38.74,A,14.0,49.0, ,53.0,57.07,a,32.0,59.06,Unknown,2.0,41.16,D,91.0,27.42,B,50.0,29.62,B,58.0,62.39,B,68.0,56.57,B,67.0,33.64,b
142,Chloe,SCOTTISH FOLD,7,5.67,Mixed,M,Yes,YES,Yes,Tokyo,dry,healthy,2024/01/05,82.26, ,59.0,14.2,a,82.0,93.41,B,58.0,37.26,B,29.0,81.01,A,71.0,39.95,a,26.0,24.41, ,40.0,78.32,Unknown,42.0,23.58, ,4.0,24.44,a,97.0,72.13,b,,63.35,D
143,Simba,,9,4.41,Gray,male,No,,, london,wet,Checkup Needed,05/01/2024,62.61, ,88.0,78.91,Unknown,2.0,0.51,D,22.0,66.81,B,60.0,38.57,B,66.0,41.12,Unknown,51.0,72.94,Unknown,29.0,70.24,b,31.0,39.52,C,27.0,unknown,D,41.0,50.22,Unknown,67.0,59.57, 
144,Lucy,Scottish Fold,1,2.61, WHITE,,,NO,,Paris,dry,Healthy,,18.09, ,47.0,82.86,D,99.0,48.56,Unknown,,39.73,b,24.0,50.38,a,,41.6, ,48.0,62.46,B,74.0,33.8,b,,51.44, ,98.0,53.44,a,26.0,19.63,a,48.0,50.06,B
145,Oliver,british shorthair,9,6.8,Mixed,Unknown,N,YES,No,Tokyo,Wet,Healthy,2024-01-05,39.14, ,54.0,20.66,a,32.0,35.69, ,18.0,84.21,B,13.0,81.22,a,50.0,91.05,A,58.0,60.17,A,2.0,41.44,A,57.0,61.62, ,34.0,56.82,B,41.0,75.08,B,82.0,error,B
146,Shadow,Unknown,9,4.45,Orange,female,yes,No,No,London,Dry,SICK,2024-01-05,62.89,b,60.0,30.64,C,37.0,7.22,a,63.0,47.62, ,73.0,62.89,A,37.0,87.92,Unknown,49.0,40.88,b,49.0,84.03,C,65.0,77.1,Unknown,80.0,45.31,b,29.0,49.62,A,41.0,67.26, 
147,Oliver,,17,2.41,Brown,F,Y,Yes,,New York,wet,Checkup Needed,2024/01/05,N/A,b,11.0,37.28,Unknown,75.0,20.59,B,23.0,60.83,Unknown,89.0,56.27,b,,71.61,D,,N/A,C,56.0,11.78,A,48.0,68.05, ,37.0,38.79,D,69.0,41.27,Unknown,,61.33,C
148,Oreo,Maine Coon,20,4.69,,M,Y,YES,Unknown,,,Healthy,05/01/2024,77.62,C,79.0,41.78,A,89.0,23.45,C,7.0,38.83,A,68.0,100.37,b,50.0,63.13,a,62.0,65.04,Unknown,68.0,104.63, ,12.0,66.7,D,79.0,26.69, ,63.0,62.68,B,93.0,83.01,b
149,Leo,Unknown,8,3.96,White,M,No,No,Unknown,New York,,,2024-01-05,81.99,C,32.0,78.76,C,5.0,51.64,b,18.0,53.58,A,55.0,47.78,b,98.0,64.27,a,84.0,26.07,a,45.0,38.05,A,28.0,85.2, ,21.0,46.1, ,,4.84,B,6.0,35.01,B
150,Oreo,BRITISH SHORTHAIR,8,4.98,Gray,F,Y,No,,Paris,dry,,,37.31,D,,38.71,C,0.0,42.79,Unknown,,60.19,A,38.0,59.16,A,16.0,-0.13, ,81.0,64.33,B,,86.31,D,29.0,25.93,D,45.0,62.94,D,29.0,92.94,a,43.0,41.05,D
151,Lucy,persian,2,3.62,Mixed,male,N,NO,Unknown,,dry,healthy,05/01/2024,49.58,Unknown,19.0,50.49,A,97.0,64.84,C,15.0,34.03,D,87.0,59.46,D,84.0,69.7, ,93.0,41.78,a,21.0,70.86,a,,46.78,A,25.0,28.66,a,85.0,35.75,A,16.0,29.69,D
152,Leo,Unknown,10,4.56,Black,M,no,No,Yes,Sydney,Wet,,05/01/2024,72.67,a,90.0,66.49,D,70.0,59.69,C,53.0,35.52,D,,37.31,b,41.0,16.38, ,96.0,44.74,Unknown,94.0,42.13,B,27.0,36.03,a,78.0,53.01,B,6.0,74.02,a,8.0,63.68,b
153,Oliver,,0,6.69,Orange,female,,No,Unknown,,,healthy,Jan 5 2024,43.4,B,39.0,26.02, ,32.0,17.07,b,83.0,82.65,D,39.0,47.09,a,34.0,85.67,D,66.0,62.4,B,89.0,69.69,B,63.0,33.9, ,5.0,95.55,a,62.0,44.85, ,43.0,46.47,Unknown
154,Oreo,Abyssinian ,3,2.84,Black,Female,No,No,Unknown,TOKYO,wet,Healthy,,45.3,b,28.0,51.49,A,42.0,39.65,b,38.0,46.38,C,78.0,42.88,b,19.0,73.75,b,28.0,62.27,B,33.0,61.07,D,13.0,82.32,b,32.0,60.99,A,53.0,29.64,C,14.0,14.46,C
155,Leo,siamese,13,4.62,White,M,No,No,Unknown,,Dry,SICK,Jan 5 2024,65.05,b,17.0,31.2,C,74.0,57.11, ,70.0,39.38,B,,49.07,b,13.0,43.3,b,7.0,84.43,B,,42.08,A,96.0,44.73,B,91.0,86.6,C,81.0,60.79,b,4.0,64.64,A
156,Loki,Siamese ,10,2.8,Brown,Unknown,No,NO,No,,Mixed,Checkup Needed,05/01/2024,53.39,a,48.0,47.42, ,12.0,41.84, ,,43.99,a,60.0,45.01,D,76.0,48.86,C,71.0,56.94,B,84.0,35.89,Unknown,68.0,25.54,a,54.0,65.22,Unknown,54.0,31.62,B,,72.07,C
157,Milo,,15,5.82,Brown,Unknown,yes,NO,,Berlin,wet,SICK,2024/01/05,44.21,C,4.0,31.71,Unknown,85.0,29.01,C,85.0,94.88,C,25.0,65.96,a,79.0,40.97,a,73.0,54.37,A,38.0,36.29,b,0.0,50.89, ,92.0,47.06,b,43.0,65.15, ,75.0,29.87, 
158,Oliver,SPHYNX,13,4.63,,F,No,YES,No,London,wet,,,N/A,C,12.0,31.31, ,97.0,48.49,b,76.0,38.44,A,27.0,76.85,C,52.0,68.93,B,18.0,58.91,A,67.0,52.54,b,72.0,78.92, ,82.0,23.09,B,78.0,11.56,C,11.0,20.61,B
159,Lucy,Maine Coon,22,3.28,White,,Yes,Yes,Unknown,,Wet,SICK,,32.34,A,75.0,31.9,b,90.0,59.46,b,2.0,23.19, ,66.0,54.24,A,48.0,48.4,Unknown,,33.62,A,23.0,37.11,C,10.0,44.34, ,99.0,54.42,B,0.0,63.72,a,58.0,64.76,D
160,Oreo,,7,4.4, WHITE,Female,no,No,No,Toronto,,healthy,Jan 5 2024,4.25,a,42.0,56.25,D,79.0,34.98,D,21.0,37.56,b,,30.86,B,,76.24,C,58.0,63.41,Unknown,31.0,40.15,B,42.0,38.96,D,98.0,15.26,C,13.0,10.02,A,13.0,41.98,Unknown
161,Shadow,Unknown,22,3.83,Gray,Female,no,Yes,Yes,Berlin,Mixed,,Jan 5 2024,56.98,B,17.0,39.21, ,16.0,16.53,B,15.0,69.09,D,72.0,76.61,B,59.0,74.35,b,41.0,37.64,a,10.0,45.13, ,75.0,86.45,B,63.0,17.59,Unknown,46.0,21.94,Unknown,76.0,47.45,Unknown
162,Chloe,Siamese,19,3.44, WHITE,female,,NO,No,Tokyo,Wet,healthy,05/01/2024,74.98, ,28.0,42.6, ,35.0,59.53,Unknown,22.0,95.11,D,95.0,42.64, ,85.0,29.26,B,44.0,59.29,B,,30.68,Unknown,0.0,60.51,Unknown,,58.17,D,42.0,38.66,C,78.0,69.77,B
163,Milo, Sphynx,6,3.54,Brown,male,,No,Yes,Tokyo,wet,Checkup Needed,2024-01-05,68.5,b,96.0,56.96,Unknown,74.0,25.42, ,,error,a,80.0,64.81,B,26.0,43.8,C,5.0,27.39,B,61.0,64.82,Unknown,71.0,49.82,Unknown,98.0,78.55,Unknown,53.0,66.52,a,18.0,51.18,C
164,Loki,,1,5.68,Orange,,N,NO,No,Berlin,Mixed,Sick,2024/01/05,46.14,b,12.0,74.13,b,23.0,19.25,A,25.0,35.36,D,36.0,45.74, ,72.0,82.37,C,60.0,44.29,C,,77.23,a,71.0,27.02, ,60.0,42.69, ,71.0,63.99,A,87.0,57.58,a
